doc_id,plano,periodo,capitulo_num,capitulo_nome,pagina_inicio,pagina_fim,termo_busca,contexto_anterior,contexto_posterior,contexto_completo_kwic,evidencia_texto,localizacao_precisa,mecanismo_hipotetico
PQ14_Cap_69,PQ14,2021-2025,69,Part Sixteen Accelerate national defense and armed forces modernization and,136,136,xi_jinping_thought,sixteen accelerate national_defense_and_armed_forces_modernization achieve mutual unity rich country strong military implement,building strong military 习 近平 强 军 思 想 implement military strategic directive new era 新时代 军事 战略 方针 persist,sixteen accelerate national_defense_and_armed_forces_modernization achieve mutual unity rich country strong military implement xi_jinping_thought building strong military 习 近平 强 军 思 想 implement military strategic directive new era 新时代 军事 战略 方针 persist,sixteen accelerate national_defense_and_armed_forces_modernization achieve mutual unity rich country strong military implement [xi_jinping_thought] building strong military 习 近平 强 军 思 想 implement military strategic directive new era 新时代 军事 战略 方针 persist,"PQ14, Part Sixteen Accelerate national defense and armed forces modernization and (pp. 136-136)",M4: Liderança Estratégica e Capacidade Central
PQ14_Cap_73,PQ14,2021-2025,73,Article LVIII Develop socialist democracy,138,138,common_prosperity,implement party's ethnic policy adhere refine system regional ethnic autonomy forge strong community consciousness nation promote nationalities common unity struggle,development implement party's basic guiding principles religious work adhere direction sinicization china’s religions actively guide mutual adaptation religions socialist society,implement party's ethnic policy adhere refine system regional ethnic autonomy forge strong community consciousness nation promote nationalities common unity struggle common_prosperity development implement party's basic guiding principles religious work adhere direction sinicization china’s religions actively guide mutual adaptation religions socialist society,implement party's ethnic policy adhere refine system regional ethnic autonomy forge strong community consciousness nation promote nationalities common unity struggle [common_prosperity] development implement party's basic guiding principles religious work adhere direction sinicization china’s religions actively guide mutual adaptation religions socialist society,"PQ14, Article LVIII Develop socialist democracy (pp. 138-138)",M6: Teleologia Nacional e Fins Estruturais
PQ14_Cap_76,PQ14,2021-2025,76,"Part Eighteen Adhere to “One Country, Two Systems” and promote the",140,140,great_rejuvenation_of_the_chinese_nation,systems promote reunification motherland maintain long-term prosperity stability hong kong macau promote peaceful_development cross-strait relations reunification motherland create bright future,NA,systems promote reunification motherland maintain long-term prosperity stability hong kong macau promote peaceful_development cross-strait relations reunification motherland create bright future great_rejuvenation_of_the_chinese_nation,systems promote reunification motherland maintain long-term prosperity stability hong kong macau promote peaceful_development cross-strait relations reunification motherland create bright future [great_rejuvenation_of_the_chinese_nation] ,"PQ14, Part Eighteen Adhere to “One Country, Two Systems” and promote the (pp. 140-140)",M6: Teleologia Nacional e Fins Estruturais
PQ14_Cap_78,PQ14,2021-2025,78,Article LXII Promote the peaceful development of cross-strait relations and,142,142,great_rejuvenation_of_the_chinese_nation,build realize dreams unite broad masses taiwan compatriots jointly oppose taiwan independence separatist activities maintain promote peaceful_development cross-strait relations strive,NA,build realize dreams unite broad masses taiwan compatriots jointly oppose taiwan independence separatist activities maintain promote peaceful_development cross-strait relations strive great_rejuvenation_of_the_chinese_nation,build realize dreams unite broad masses taiwan compatriots jointly oppose taiwan independence separatist activities maintain promote peaceful_development cross-strait relations strive [great_rejuvenation_of_the_chinese_nation] ,"PQ14, Article LXII Promote the peaceful development of cross-strait relations and (pp. 142-142)",M6: Teleologia Nacional e Fins Estruturais
PQ14_Cap_80,PQ14,2021-2025,80,Article LXIII Strengthen the CCP Central Committee's centralized and,143,143,centralized_and_unified_leadership,lxiii strengthen ccp central committee's,carry party’s requirements charting course 把 方向 making overall plans designing policies promoting reform promote in-depth study implementation xi_jinping_thought socialism_with_chinese_characteristics_for_a_new_era,lxiii strengthen ccp central committee's centralized_and_unified_leadership carry party’s requirements charting course 把 方向 making overall plans designing policies promoting reform promote in-depth study implementation xi_jinping_thought socialism_with_chinese_characteristics_for_a_new_era,lxiii strengthen ccp central committee's [centralized_and_unified_leadership] carry party’s requirements charting course 把 方向 making overall plans designing policies promoting reform promote in-depth study implementation xi_jinping_thought socialism_with_chinese_characteristics_for_a_new_era,"PQ14, Article LXIII Strengthen the CCP Central Committee's centralized and (pp. 143-143)",M4: Liderança Estratégica e Capacidade Central
PQ14_Cap_80,PQ14,2021-2025,80,Article LXIII Strengthen the CCP Central Committee's centralized and,143,143,xi_jinping_thought,committee's centralized_and_unified_leadership carry party’s requirements charting course 把 方向 making overall plans designing policies promoting reform promote in-depth study implementation,socialism_with_chinese_characteristics_for_a_new_era throughout entire party strengthen four consciousnesses unwavering four confidences achieve two upholds continuously improve political judgment political understanding political,committee's centralized_and_unified_leadership carry party’s requirements charting course 把 方向 making overall plans designing policies promoting reform promote in-depth study implementation xi_jinping_thought socialism_with_chinese_characteristics_for_a_new_era throughout entire party strengthen four consciousnesses unwavering four confidences achieve two upholds continuously improve political judgment political understanding political,committee's centralized_and_unified_leadership carry party’s requirements charting course 把 方向 making overall plans designing policies promoting reform promote in-depth study implementation [xi_jinping_thought] socialism_with_chinese_characteristics_for_a_new_era throughout entire party strengthen four consciousnesses unwavering four confidences achieve two upholds continuously improve political judgment political understanding political,"PQ14, Article LXIII Strengthen the CCP Central Committee's centralized and (pp. 143-143)",M4: Liderança Estratégica e Capacidade Central
PQ15_Cap_03,PQ15,2026-2030,3,Chapter 1 The Development Environment,7,10,new_quality_productive_forces,significant new achievements cause party country guiding role new development philosophy fully demonstrated significant strides made constructing new development paradigm,grew steadily high-quality_development advanced determination maintained steady economic growth made solid headway gross domestic product gdp surpassing trillion yuan major,significant new achievements cause party country guiding role new development philosophy fully demonstrated significant strides made constructing new development paradigm new_quality_productive_forces grew steadily high-quality_development advanced determination maintained steady economic growth made solid headway gross domestic product gdp surpassing trillion yuan major,significant new achievements cause party country guiding role new development philosophy fully demonstrated significant strides made constructing new development paradigm [new_quality_productive_forces] grew steadily high-quality_development advanced determination maintained steady economic growth made solid headway gross domestic product gdp surpassing trillion yuan major,"PQ15, Chapter 1 The Development Environment (pp. 7-10)",M2: Autonomia Tecno-Relacional e Modernização
PQ15_Cap_03,PQ15,2026-2030,3,Chapter 1 The Development Environment,7,10,second_centenary_goal,economic scientific technological national defense composite national strength made solid new strides advancing modernization gotten good start new journey toward,owe remarkable achievements cpc central_committee comrade xi jinping core helm charting course xi_jinping_thought socialism_with_chinese_characteristics_for_a_new_era provided sound guidance advance cause concerted,economic scientific technological national defense composite national strength made solid new strides advancing modernization gotten good start new journey toward second_centenary_goal owe remarkable achievements cpc central_committee comrade xi jinping core helm charting course xi_jinping_thought socialism_with_chinese_characteristics_for_a_new_era provided sound guidance advance cause concerted,economic scientific technological national defense composite national strength made solid new strides advancing modernization gotten good start new journey toward [second_centenary_goal] owe remarkable achievements cpc central_committee comrade xi jinping core helm charting course xi_jinping_thought socialism_with_chinese_characteristics_for_a_new_era provided sound guidance advance cause concerted,"PQ15, Chapter 1 The Development Environment (pp. 7-10)",M6: Teleologia Nacional e Fins Estruturais
PQ15_Cap_03,PQ15,2026-2030,3,Chapter 1 The Development Environment,7,10,xi_jinping_thought,modernization gotten good start new journey toward second_centenary_goal owe remarkable achievements cpc central_committee comrade xi jinping core helm charting course,socialism_with_chinese_characteristics_for_a_new_era provided sound guidance advance cause concerted efforts united struggle entire party entire military people ethnic groups throughout country profound,modernization gotten good start new journey toward second_centenary_goal owe remarkable achievements cpc central_committee comrade xi jinping core helm charting course xi_jinping_thought socialism_with_chinese_characteristics_for_a_new_era provided sound guidance advance cause concerted efforts united struggle entire party entire military people ethnic groups throughout country profound,modernization gotten good start new journey toward second_centenary_goal owe remarkable achievements cpc central_committee comrade xi jinping core helm charting course [xi_jinping_thought] socialism_with_chinese_characteristics_for_a_new_era provided sound guidance advance cause concerted efforts united struggle entire party entire military people ethnic groups throughout country profound,"PQ15, Chapter 1 The Development Environment (pp. 7-10)",M4: Liderança Estratégica e Capacidade Central
PQ15_Cap_03,PQ15,2026-2030,3,Chapter 1 The Development Environment,7,10,xi_jinping_thought,challenges must acquire deep understanding decisive significance establishing comrade xi jinping’s core position party central_committee party whole establishing guiding role,socialism_with_chinese_characteristics_for_a_new_era must become conscious need maintain political integrity think big-picture terms follow leadership core keep alignment central party_leadership must stay,challenges must acquire deep understanding decisive significance establishing comrade xi jinping’s core position party central_committee party whole establishing guiding role xi_jinping_thought socialism_with_chinese_characteristics_for_a_new_era must become conscious need maintain political integrity think big-picture terms follow leadership core keep alignment central party_leadership must stay,challenges must acquire deep understanding decisive significance establishing comrade xi jinping’s core position party central_committee party whole establishing guiding role [xi_jinping_thought] socialism_with_chinese_characteristics_for_a_new_era must become conscious need maintain political integrity think big-picture terms follow leadership core keep alignment central party_leadership must stay,"PQ15, Chapter 1 The Development Environment (pp. 7-10)",M4: Liderança Estratégica e Capacidade Central
PQ15_Cap_03,PQ15,2026-2030,3,Chapter 1 The Development Environment,7,10,party_leadership,guiding role xi_jinping_thought socialism_with_chinese_characteristics_for_a_new_era must become conscious need maintain political integrity think big-picture terms follow leadership core keep alignment central,must stay confident path theory system culture socialism characteristics uphold comrade xi jinping’s core position party central_committee party whole uphold,guiding role xi_jinping_thought socialism_with_chinese_characteristics_for_a_new_era must become conscious need maintain political integrity think big-picture terms follow leadership core keep alignment central party_leadership must stay confident path theory system culture socialism characteristics uphold comrade xi jinping’s core position party central_committee party whole uphold,guiding role xi_jinping_thought socialism_with_chinese_characteristics_for_a_new_era must become conscious need maintain political integrity think big-picture terms follow leadership core keep alignment central [party_leadership] must stay confident path theory system culture socialism characteristics uphold comrade xi jinping’s core position party central_committee party whole uphold,"PQ15, Chapter 1 The Development Environment (pp. 7-10)",M4: Liderança Estratégica e Capacidade Central
PQ15_Cap_04,PQ15,2026-2030,4,Chapter 2 Guiding Principles,11,13,xi_jinping_thought,guiding philosophy must stay committed marxism-leninism mao zedong thought deng xiaoping theory theory three represents scientific outlook development fully implement,socialism_with_chinese_characteristics_for_a_new_era must thoroughly apply guiding principles party’s 20th national congress plenary sessions 20th cpc central_committee conscientiously carry decisions arrangements fourth,guiding philosophy must stay committed marxism-leninism mao zedong thought deng xiaoping theory theory three represents scientific outlook development fully implement xi_jinping_thought socialism_with_chinese_characteristics_for_a_new_era must thoroughly apply guiding principles party’s 20th national congress plenary sessions 20th cpc central_committee conscientiously carry decisions arrangements fourth,guiding philosophy must stay committed marxism-leninism mao zedong thought deng xiaoping theory theory three represents scientific outlook development fully implement [xi_jinping_thought] socialism_with_chinese_characteristics_for_a_new_era must thoroughly apply guiding principles party’s 20th national congress plenary sessions 20th cpc central_committee conscientiously carry decisions arrangements fourth,"PQ15, Chapter 2 Guiding Principles (pp. 11-13)",M4: Liderança Estratégica e Capacidade Central
PQ15_Cap_04,PQ15,2026-2030,4,Chapter 2 Guiding Principles,11,13,second_centenary_goal,congress plenary sessions 20th cpc central_committee conscientiously carry decisions arrangements fourth plenary session 20th cpc central_committee must keep focused realizing,building great_modern_socialist_country respects advancing rejuvenation_of_the_chinese_nation fronts modernization must ensure coordinated implementation five-sphere integrated four-pronged comprehensive strategy keeping mind domestic international,congress plenary sessions 20th cpc central_committee conscientiously carry decisions arrangements fourth plenary session 20th cpc central_committee must keep focused realizing second_centenary_goal building great_modern_socialist_country respects advancing rejuvenation_of_the_chinese_nation fronts modernization must ensure coordinated implementation five-sphere integrated four-pronged comprehensive strategy keeping mind domestic international,congress plenary sessions 20th cpc central_committee conscientiously carry decisions arrangements fourth plenary session 20th cpc central_committee must keep focused realizing [second_centenary_goal] building great_modern_socialist_country respects advancing rejuvenation_of_the_chinese_nation fronts modernization must ensure coordinated implementation five-sphere integrated four-pronged comprehensive strategy keeping mind domestic international,"PQ15, Chapter 2 Guiding Principles (pp. 11-13)",M6: Teleologia Nacional e Fins Estruturais
PQ15_Cap_04,PQ15,2026-2030,4,Chapter 2 Guiding Principles,11,13,great_modern_socialist_country,sessions 20th cpc central_committee conscientiously carry decisions arrangements fourth plenary session 20th cpc central_committee must keep focused realizing second_centenary_goal building,respects advancing rejuvenation_of_the_chinese_nation fronts modernization must ensure coordinated implementation five-sphere integrated four-pronged comprehensive strategy keeping mind domestic international imperatives must,sessions 20th cpc central_committee conscientiously carry decisions arrangements fourth plenary session 20th cpc central_committee must keep focused realizing second_centenary_goal building great_modern_socialist_country respects advancing rejuvenation_of_the_chinese_nation fronts modernization must ensure coordinated implementation five-sphere integrated four-pronged comprehensive strategy keeping mind domestic international imperatives must,sessions 20th cpc central_committee conscientiously carry decisions arrangements fourth plenary session 20th cpc central_committee must keep focused realizing second_centenary_goal building [great_modern_socialist_country] respects advancing rejuvenation_of_the_chinese_nation fronts modernization must ensure coordinated implementation five-sphere integrated four-pronged comprehensive strategy keeping mind domestic international imperatives must,"PQ15, Chapter 2 Guiding Principles (pp. 11-13)",M6: Teleologia Nacional e Fins Estruturais
PQ15_Cap_04,PQ15,2026-2030,4,Chapter 2 Guiding Principles,11,13,common_prosperity,full_and_rigorous_party_self-governance fundamental underpinning efforts promote higher-quality economic growth achieving appropriate increase economic output make solid headway promoting wellrounded personal development,allow us secure decisive progress toward basically realizing socialist_modernization core principles upholding party’s overall leadership must resolutely uphold party central,full_and_rigorous_party_self-governance fundamental underpinning efforts promote higher-quality economic growth achieving appropriate increase economic output make solid headway promoting wellrounded personal development common_prosperity allow us secure decisive progress toward basically realizing socialist_modernization core principles upholding party’s overall leadership must resolutely uphold party central,full_and_rigorous_party_self-governance fundamental underpinning efforts promote higher-quality economic growth achieving appropriate increase economic output make solid headway promoting wellrounded personal development [common_prosperity] allow us secure decisive progress toward basically realizing socialist_modernization core principles upholding party’s overall leadership must resolutely uphold party central,"PQ15, Chapter 2 Guiding Principles (pp. 11-13)",M6: Teleologia Nacional e Fins Estruturais
PQ15_Cap_04,PQ15,2026-2030,4,Chapter 2 Guiding Principles,11,13,new_quality_productive_forces,material progress cultural-ethical progress reinforce see gains modernization benefit people broadly equitably pursuing high-quality_development guide development new development philosophy develop,line local conditions strengthen domestic economic circulation facilitate unimpeded domestic international economic flows take coordinated steps expand domestic demand deepen,material progress cultural-ethical progress reinforce see gains modernization benefit people broadly equitably pursuing high-quality_development guide development new development philosophy develop new_quality_productive_forces line local conditions strengthen domestic economic circulation facilitate unimpeded domestic international economic flows take coordinated steps expand domestic demand deepen,material progress cultural-ethical progress reinforce see gains modernization benefit people broadly equitably pursuing high-quality_development guide development new development philosophy develop [new_quality_productive_forces] line local conditions strengthen domestic economic circulation facilitate unimpeded domestic international economic flows take coordinated steps expand domestic demand deepen,"PQ15, Chapter 2 Guiding Principles (pp. 11-13)",M2: Autonomia Tecno-Relacional e Modernização
PQ15_Cap_05,PQ15,2026-2030,5,Chapter 3 Main Objectives,14,17,new_quality_productive_forces,urbanisation agricultural modernisation efforts made enhance integrity advancement security modern_industrial_system faster pace promote coordinated urban-rural regional development make breakthroughs fostering,establishing new development paradigm building modernised economic system level self-reliance strength science_and_technology significantly improved improve overall performance national innovation system,urbanisation agricultural modernisation efforts made enhance integrity advancement security modern_industrial_system faster pace promote coordinated urban-rural regional development make breakthroughs fostering new_quality_productive_forces establishing new development paradigm building modernised economic system level self-reliance strength science_and_technology significantly improved improve overall performance national innovation system,urbanisation agricultural modernisation efforts made enhance integrity advancement security modern_industrial_system faster pace promote coordinated urban-rural regional development make breakthroughs fostering [new_quality_productive_forces] establishing new development paradigm building modernised economic system level self-reliance strength science_and_technology significantly improved improve overall performance national innovation system,"PQ15, Chapter 3 Main Objectives (pp. 14-17)",M2: Autonomia Tecno-Relacional e Modernização
PQ15_Cap_05,PQ15,2026-2030,5,Chapter 3 Main Objectives,14,17,basic_research,markedly r d expenditure across society growing seven percent annually coordinated framework integrated development education science_and_technology talent take basic shape,original innovation capabilities significantly strengthened key core technologies major fields achieve rapid breakthroughs seeing number major original landmark leading scientific,markedly r d expenditure across society growing seven percent annually coordinated framework integrated development education science_and_technology talent take basic shape basic_research original innovation capabilities significantly strengthened key core technologies major fields achieve rapid breakthroughs seeing number major original landmark leading scientific,markedly r d expenditure across society growing seven percent annually coordinated framework integrated development education science_and_technology talent take basic shape [basic_research] original innovation capabilities significantly strengthened key core technologies major fields achieve rapid breakthroughs seeing number major original landmark leading scientific,"PQ15, Chapter 3 Main Objectives (pp. 14-17)",M2: Autonomia Tecno-Relacional e Modernização
PQ15_Cap_05,PQ15,2026-2030,5,Chapter 3 Main Objectives,14,17,beautiful_china,life expectancy increase years develop robust sustainable social security system significantly enhance equalisation basic public services new major progress made,initiative largely establish green modes production living carbon_peaking goals achieved schedule carbon dioxide emissions per unit gdp reduced percent clean,life expectancy increase years develop robust sustainable social security system significantly enhance equalisation basic public services new major progress made beautiful_china initiative largely establish green modes production living carbon_peaking goals achieved schedule carbon dioxide emissions per unit gdp reduced percent clean,life expectancy increase years develop robust sustainable social security system significantly enhance equalisation basic public services new major progress made [beautiful_china] initiative largely establish green modes production living carbon_peaking goals achieved schedule carbon dioxide emissions per unit gdp reduced percent clean,"PQ15, Chapter 3 Main Objectives (pp. 14-17)",M5: Civilização Ecológica e Transição Verde
PQ15_Cap_11,PQ15,2026-2030,11,Part Three Acceleration of High-Level Technology SelfReliance and Self-Strengthening as a Forerunner of New,37,37,new_quality_productive_forces,three acceleration high-level technology selfreliance self-strengthening forerunner,seize historic opportunity presented new round technological revolution industrial transformation coordinate building leading country education science_and_technology talent improve overall effectiveness,three acceleration high-level technology selfreliance self-strengthening forerunner new_quality_productive_forces seize historic opportunity presented new round technological revolution industrial transformation coordinate building leading country education science_and_technology talent improve overall effectiveness,three acceleration high-level technology selfreliance self-strengthening forerunner [new_quality_productive_forces] seize historic opportunity presented new round technological revolution industrial transformation coordinate building leading country education science_and_technology talent improve overall effectiveness,"PQ15, Part Three Acceleration of High-Level Technology SelfReliance and Self-Strengthening as a Forerunner of New (pp. 37-37)",M2: Autonomia Tecno-Relacional e Modernização
PQ15_Cap_11,PQ15,2026-2030,11,Part Three Acceleration of High-Level Technology SelfReliance and Self-Strengthening as a Forerunner of New,37,37,new_quality_productive_forces,system comprehensively enhance independent innovation capabilities dominant position technological development thus driving deep integration technological innovation industrial innovation continuously generating,NA,system comprehensively enhance independent innovation capabilities dominant position technological development thus driving deep integration technological innovation industrial innovation continuously generating new_quality_productive_forces,system comprehensively enhance independent innovation capabilities dominant position technological development thus driving deep integration technological innovation industrial innovation continuously generating [new_quality_productive_forces] ,"PQ15, Part Three Acceleration of High-Level Technology SelfReliance and Self-Strengthening as a Forerunner of New (pp. 37-37)",M2: Autonomia Tecno-Relacional e Modernização
PQ15_Cap_12,PQ15,2026-2030,12,Chapter 8 Advancement in Original Innovation and Key Core Technologies,38,41,basic_research,reusable heavy-lift launch vehicles developed also conduct feasibility studies construction international lunar research station implement lunar exploration program comprehensive enhancement,strengthen strategic forward-looking systematic deployment basic_research coordinate advancement goal-oriented freeexploration basic_research formation diversified investment structure basic_research accelerated specifically fiscal input,reusable heavy-lift launch vehicles developed also conduct feasibility studies construction international lunar research station implement lunar exploration program comprehensive enhancement basic_research strengthen strategic forward-looking systematic deployment basic_research coordinate advancement goal-oriented freeexploration basic_research formation diversified investment structure basic_research accelerated specifically fiscal input,reusable heavy-lift launch vehicles developed also conduct feasibility studies construction international lunar research station implement lunar exploration program comprehensive enhancement [basic_research] strengthen strategic forward-looking systematic deployment basic_research coordinate advancement goal-oriented freeexploration basic_research formation diversified investment structure basic_research accelerated specifically fiscal input,"PQ15, Chapter 8 Advancement in Original Innovation and Key Core Technologies (pp. 38-41)",M2: Autonomia Tecno-Relacional e Modernização
PQ15_Cap_12,PQ15,2026-2030,12,Chapter 8 Advancement in Original Innovation and Key Core Technologies,38,41,basic_research,conduct feasibility studies construction international lunar research station implement lunar exploration program comprehensive enhancement basic_research strengthen strategic forward-looking systematic deployment,coordinate advancement goal-oriented freeexploration basic_research formation diversified investment structure basic_research accelerated specifically fiscal input increased improved tax incentives localities enterprises,conduct feasibility studies construction international lunar research station implement lunar exploration program comprehensive enhancement basic_research strengthen strategic forward-looking systematic deployment basic_research coordinate advancement goal-oriented freeexploration basic_research formation diversified investment structure basic_research accelerated specifically fiscal input increased improved tax incentives localities enterprises,conduct feasibility studies construction international lunar research station implement lunar exploration program comprehensive enhancement basic_research strengthen strategic forward-looking systematic deployment [basic_research] coordinate advancement goal-oriented freeexploration basic_research formation diversified investment structure basic_research accelerated specifically fiscal input increased improved tax incentives localities enterprises,"PQ15, Chapter 8 Advancement in Original Innovation and Key Core Technologies (pp. 38-41)",M2: Autonomia Tecno-Relacional e Modernização
PQ15_Cap_12,PQ15,2026-2030,12,Chapter 8 Advancement in Original Innovation and Key Core Technologies,38,41,basic_research,lunar research station implement lunar exploration program comprehensive enhancement basic_research strengthen strategic forward-looking systematic deployment basic_research coordinate advancement goal-oriented freeexploration,formation diversified investment structure basic_research accelerated specifically fiscal input increased improved tax incentives localities enterprises social organizations individuals capable supporting,lunar research station implement lunar exploration program comprehensive enhancement basic_research strengthen strategic forward-looking systematic deployment basic_research coordinate advancement goal-oriented freeexploration basic_research formation diversified investment structure basic_research accelerated specifically fiscal input increased improved tax incentives localities enterprises social organizations individuals capable supporting,lunar research station implement lunar exploration program comprehensive enhancement basic_research strengthen strategic forward-looking systematic deployment basic_research coordinate advancement goal-oriented freeexploration [basic_research] formation diversified investment structure basic_research accelerated specifically fiscal input increased improved tax incentives localities enterprises social organizations individuals capable supporting,"PQ15, Chapter 8 Advancement in Original Innovation and Key Core Technologies (pp. 38-41)",M2: Autonomia Tecno-Relacional e Modernização
PQ15_Cap_12,PQ15,2026-2030,12,Chapter 8 Advancement in Original Innovation and Key Core Technologies,38,41,basic_research,exploration program comprehensive enhancement basic_research strengthen strategic forward-looking systematic deployment basic_research coordinate advancement goal-oriented freeexploration basic_research formation diversified investment structure,accelerated specifically fiscal input increased improved tax incentives localities enterprises social organizations individuals capable supporting basic_research guided offer support public,exploration program comprehensive enhancement basic_research strengthen strategic forward-looking systematic deployment basic_research coordinate advancement goal-oriented freeexploration basic_research formation diversified investment structure basic_research accelerated specifically fiscal input increased improved tax incentives localities enterprises social organizations individuals capable supporting basic_research guided offer support public,exploration program comprehensive enhancement basic_research strengthen strategic forward-looking systematic deployment basic_research coordinate advancement goal-oriented freeexploration basic_research formation diversified investment structure [basic_research] accelerated specifically fiscal input increased improved tax incentives localities enterprises social organizations individuals capable supporting basic_research guided offer support public,"PQ15, Chapter 8 Advancement in Original Innovation and Key Core Technologies (pp. 38-41)",M2: Autonomia Tecno-Relacional e Modernização
PQ15_Cap_12,PQ15,2026-2030,12,Chapter 8 Advancement in Original Innovation and Key Core Technologies,38,41,basic_research,formation diversified investment structure basic_research accelerated specifically fiscal input increased improved tax incentives localities enterprises social organizations individuals capable supporting,guided offer support public welfare funds basic_research encouraged establish ensure marked increase proportion basic_research expenditure within overall r d expenditure,formation diversified investment structure basic_research accelerated specifically fiscal input increased improved tax incentives localities enterprises social organizations individuals capable supporting basic_research guided offer support public welfare funds basic_research encouraged establish ensure marked increase proportion basic_research expenditure within overall r d expenditure,formation diversified investment structure basic_research accelerated specifically fiscal input increased improved tax incentives localities enterprises social organizations individuals capable supporting [basic_research] guided offer support public welfare funds basic_research encouraged establish ensure marked increase proportion basic_research expenditure within overall r d expenditure,"PQ15, Chapter 8 Advancement in Original Innovation and Key Core Technologies (pp. 38-41)",M2: Autonomia Tecno-Relacional e Modernização
PQ15_Cap_12,PQ15,2026-2030,12,Chapter 8 Advancement in Original Innovation and Key Core Technologies,38,41,basic_research,fiscal input increased improved tax incentives localities enterprises social organizations individuals capable supporting basic_research guided offer support public welfare funds,encouraged establish ensure marked increase proportion basic_research expenditure within overall r d expenditure investment mechanism combining competitive support stable support,fiscal input increased improved tax incentives localities enterprises social organizations individuals capable supporting basic_research guided offer support public welfare funds basic_research encouraged establish ensure marked increase proportion basic_research expenditure within overall r d expenditure investment mechanism combining competitive support stable support,fiscal input increased improved tax incentives localities enterprises social organizations individuals capable supporting basic_research guided offer support public welfare funds [basic_research] encouraged establish ensure marked increase proportion basic_research expenditure within overall r d expenditure investment mechanism combining competitive support stable support,"PQ15, Chapter 8 Advancement in Original Innovation and Key Core Technologies (pp. 38-41)",M2: Autonomia Tecno-Relacional e Modernização
PQ15_Cap_12,PQ15,2026-2030,12,Chapter 8 Advancement in Original Innovation and Key Core Technologies,38,41,basic_research,enterprises social organizations individuals capable supporting basic_research guided offer support public welfare funds basic_research encouraged establish ensure marked increase proportion,expenditure within overall r d expenditure investment mechanism combining competitive support stable support improved long-term stable support leading teams engaged,enterprises social organizations individuals capable supporting basic_research guided offer support public welfare funds basic_research encouraged establish ensure marked increase proportion basic_research expenditure within overall r d expenditure investment mechanism combining competitive support stable support improved long-term stable support leading teams engaged,enterprises social organizations individuals capable supporting basic_research guided offer support public welfare funds basic_research encouraged establish ensure marked increase proportion [basic_research] expenditure within overall r d expenditure investment mechanism combining competitive support stable support improved long-term stable support leading teams engaged,"PQ15, Chapter 8 Advancement in Original Innovation and Key Core Technologies (pp. 38-41)",M2: Autonomia Tecno-Relacional e Modernização
PQ15_Cap_12,PQ15,2026-2030,12,Chapter 8 Advancement in Original Innovation and Key Core Technologies,38,41,basic_research,expenditure within overall r d expenditure investment mechanism combining competitive support stable support improved long-term stable support leading teams engaged,young science_and_technology talent increased exploration long-cycle funding models encourage high-risk high-value basic_research create favorable environment inspires exploration tolerates failure focusing,expenditure within overall r d expenditure investment mechanism combining competitive support stable support improved long-term stable support leading teams engaged basic_research young science_and_technology talent increased exploration long-cycle funding models encourage high-risk high-value basic_research create favorable environment inspires exploration tolerates failure focusing,expenditure within overall r d expenditure investment mechanism combining competitive support stable support improved long-term stable support leading teams engaged [basic_research] young science_and_technology talent increased exploration long-cycle funding models encourage high-risk high-value basic_research create favorable environment inspires exploration tolerates failure focusing,"PQ15, Chapter 8 Advancement in Original Innovation and Key Core Technologies (pp. 38-41)",M2: Autonomia Tecno-Relacional e Modernização
PQ15_Cap_12,PQ15,2026-2030,12,Chapter 8 Advancement in Original Innovation and Key Core Technologies,38,41,basic_research,support improved long-term stable support leading teams engaged basic_research young science_and_technology talent increased exploration long-cycle funding models encourage high-risk high-value,create favorable environment inspires exploration tolerates failure focusing scientific frontiers extremely macroscopic extremely microscopic extreme conditions extreme comprehensive interdisciplinarity strengthen,support improved long-term stable support leading teams engaged basic_research young science_and_technology talent increased exploration long-cycle funding models encourage high-risk high-value basic_research create favorable environment inspires exploration tolerates failure focusing scientific frontiers extremely macroscopic extremely microscopic extreme conditions extreme comprehensive interdisciplinarity strengthen,support improved long-term stable support leading teams engaged basic_research young science_and_technology talent increased exploration long-cycle funding models encourage high-risk high-value [basic_research] create favorable environment inspires exploration tolerates failure focusing scientific frontiers extremely macroscopic extremely microscopic extreme conditions extreme comprehensive interdisciplinarity strengthen,"PQ15, Chapter 8 Advancement in Original Innovation and Key Core Technologies (pp. 38-41)",M2: Autonomia Tecno-Relacional e Modernização
PQ15_Cap_12,PQ15,2026-2030,12,Chapter 8 Advancement in Original Innovation and Key Core Technologies,38,41,basic_research,create favorable environment inspires exploration tolerates failure focusing scientific frontiers extremely macroscopic extremely microscopic extreme conditions extreme comprehensive interdisciplinarity strengthen,emerging fields cross-disciplinary integration interdisciplinary areas,create favorable environment inspires exploration tolerates failure focusing scientific frontiers extremely macroscopic extremely microscopic extreme conditions extreme comprehensive interdisciplinarity strengthen basic_research emerging fields cross-disciplinary integration interdisciplinary areas,create favorable environment inspires exploration tolerates failure focusing scientific frontiers extremely macroscopic extremely microscopic extreme conditions extreme comprehensive interdisciplinarity strengthen [basic_research] emerging fields cross-disciplinary integration interdisciplinary areas,"PQ15, Chapter 8 Advancement in Original Innovation and Key Core Technologies (pp. 38-41)",M2: Autonomia Tecno-Relacional e Modernização
